4.655728967922281858e-01,5.434988151617534236e+00,-1.193369616786073145e-01,4.358149873785793993e+00,3.649410808431737263e-01,-2.861782161173958006e+00
3.853164668278920013e-01,5.776023701332485771e+00,-1.544461348965417702e-01,4.284765668440035036e+00,3.742847273364774963e-01,-2.938900537441275773e+00
4.365975801092354946e-01,6.080501233617523482e+00,-1.080794973030789058e-01,4.223341471357358934e+00,3.821023278758887143e-01,-3.025699948071427947e+00
5.956899330340588161e-01,6.313576527358770285e+00,-1.611784992613654044e-01,4.153677857499660675e+00,3.993202376434188405e-01,-3.113037553981620409e+00
6.639053121122905354e-01,6.418192120402057554e+00,-3.890660509935985889e-01,4.086797399362492200e+00,4.088723124867320591e-01,-3.187979550723450295e+00
5.219375647529828077e-01,6.433376392710138170e+00,-5.281890371465096656e-01,4.021017079446942866e+00,4.031201583081083228e-01,-3.247843625604637019e+00
4.010922986280667790e-01,6.369926512652295258e+00,-3.415049245068536021e-01,3.970791537410992333e+00,3.950935358820485410e-01,-3.292035910195977522e+00
4.838625335336746436e-01,6.240970281320696422e+00,-6.145798896279788294e-03,3.930073108233024914e+00,4.230263332493971462e-01,-3.318657194501213326e+00
5.784360996305912828e-01,6.062091942956779889e+00,1.148252923682876042e-01,3.890762628804353085e+00,4.084150416896876745e-01,-3.345221170556053725e+00
6.182295380992871570e-01,5.836335820630974780e+00,-7.622496455642828461e-02,3.837482054398523523e+00,4.203286198866262868e-01,-3.348092190197456741e+00
6.060601170667540005e-01,5.565534122491151869e+00,-2.818619689022933139e-01,3.793438686713997310e+00,4.289444585277417676e-01,-3.342545078622484844e+00
5.316947895019364934e-01,5.279548878788605570e+00,-3.783696928863397591e-01,3.760269466830655993e+00,4.215038872160213335e-01,-3.323428196868168261e+00
4.431420226264620177e-01,5.056565655800893566e+00,-4.463681193218905219e-01,3.737968239704802187e+00,4.102616711041243147e-01,-3.276327687642519138e+00
4.373179137635080371e-01,4.928370507479463036e+00,-5.251337874399694128e-01,3.708861038472937466e+00,4.028465747016271026e-01,-3.226298075294838696e+00
5.218891160877392466e-01,4.879639509094227279e+00,-5.461016753190149897e-01,3.689512792238001992e+00,3.968999492681537511e-01,-3.160109723782996927e+00
5.896308413025843631e-01,4.883968817402129403e+00,-3.854354909252890038e-01,3.678715729975690962e+00,3.909439594849493660e-01,-3.080131338209457503e+00
5.465924775774123612e-01,4.971257361806590502e+00,-1.592475932075486655e-01,3.669547640813831446e+00,3.715626419346457210e-01,-2.994617605108738978e+00
3.872552882526419937e-01,5.249297384216105478e+00,-7.293406453972385572e-02,3.661226111866121791e+00,3.609788762232324366e-01,-2.893096266573056408e+00
2.998021339199996027e-01,5.724653296709211858e+00,-9.024324760894682565e-03,3.639881140535664361e+00,3.533107167192063858e-01,-2.800316173326414138e+00
4.256941389054731961e-01,6.238653666671810427e+00,2.422198156096128374e-01,3.621937601410345042e+00,3.407734212599144441e-01,-2.720630959630376822e+00
6.052656437107954979e-01,6.729382394376001386e+00,5.459561289071254153e-01,3.614074818401666001e+00,3.343127280407522939e-01,-2.651349319867491783e+00
6.422010785907291686e-01,7.218834850990988983e+00,5.793795324787007761e-01,3.584138060346444998e+00,3.340863344441507010e-01,-2.591976284767473437e+00
5.117065690448939774e-01,7.690051623578324502e+00,4.251027756143705982e-01,3.551947117747279226e+00,3.304223011294484258e-01,-2.540390399894111972e+00
3.904693451141010851e-01,8.128804046327875454e+00,4.397725143988348018e-01,3.511171903117135340e+00,3.220870099851569357e-01,-2.506526986734123330e+00
4.335781319739269724e-01,8.455366955777984472e+00,6.455439903344748487e-01,3.475314750232100014e+00,3.206856936655748114e-01,-2.489911031534012498e+00
5.928414806471614673e-01,8.650592598328499250e+00,7.952391404499870031e-01,3.430325605055247085e+00,3.338374645689159426e-01,-2.491837933620282275e+00
6.326297848210196140e-01,8.742048273856225293e+00,7.196970676548077872e-01,3.374460138920289065e+00,3.210341442630559872e-01,-2.507860876743478240e+00
5.642170306567507732e-01,8.747465695958069887e+00,5.926498732624733146e-01,3.315919562840652368e+00,3.182056556614629161e-01,-2.530728660010795661e+00
4.914376595837231521e-01,8.666311187240060221e+00,4.987382052548410272e-01,3.248974373458905163e+00,3.358969777223939635e-01,-2.566186129523597703e+00
4.517006602696631012e-01,8.484695920145366443e+00,3.795564444284454941e-01,3.190037397734677427e+00,3.201680139440924999e-01,-2.613061609966334853e+00
4.463785655886755577e-01,8.188443462831088482e+00,1.596013423230161765e-01,3.114648881022384241e+00,3.304374005987771867e-01,-2.654018323112753652e+00
4.092909276894093340e-01,7.804136141682584515e+00,-9.783273628434013824e-02,3.052218041575508689e+00,3.426419581967722339e-01,-2.688779015436631781e+00
3.487722568919485178e-01,7.446876299394150855e+00,-2.722056512613311718e-01,2.983881249017371395e+00,3.504663202598418126e-01,-2.721666748190646690e+00
2.807190544144275157e-01,7.210810306953177040e+00,-2.113228303864967683e-01,2.924999018408017459e+00,3.478635010215525569e-01,-2.759335837317150375e+00
2.881046019981207684e-01,7.138858119285163895e+00,-3.883898561814239786e-02,2.864253584338403602e+00,3.479907372230996443e-01,-2.805144380970961304e+00
4.166033474950148752e-01,7.158702657283456894e+00,-8.349054790738582102e-03,2.794804334533116830e+00,3.455088045768197058e-01,-2.852570067536250864e+00
5.635559600861081986e-01,7.204194101190608990e+00,-1.828492362905951574e-01,2.735498583541918993e+00,3.586538758235545132e-01,-2.884780922258925795e+00
5.653407673422237156e-01,7.193747010901853756e+00,-3.459402689613532700e-01,2.675560790761104979e+00,3.588496424416223740e-01,-2.905988135770039449e+00
4.722243862984273899e-01,7.077354022849857706e+00,-3.217899799455006815e-01,2.623841227100816464e+00,3.600308863264906623e-01,-2.913768662768250195e+00
4.717180309278417583e-01,6.822613379699888903e+00,-3.029943139534516106e-02,2.584224717276739192e+00,3.568795646505232844e-01,-2.913681008252000826e+00
5.305278891831104460e-01,6.559241515047547821e+00,2.617167166354494867e-01,2.552636771581183073e+00,3.574353736542353888e-01,-2.901309644941270527e+00
4.682653395406855545e-01,6.517283614200284347e+00,1.366717241119924098e-01,2.503668602426547540e+00,3.436747795768810287e-01,-2.881456383000662314e+00
3.908198439337261521e-01,6.677297791597339938e+00,-2.639164595628073484e-01,2.455182903551895279e+00,3.456972932473206250e-01,-2.854100235311431533e+00
4.259502822310655690e-01,6.962899296843064079e+00,-4.479110018063996446e-01,2.410857892267492364e+00,3.457777611221686809e-01,-2.819594522691664995e+00
6.014399713696678695e-01,7.293883673508165799e+00,-1.241561963874975166e-01,2.372823254834972584e+00,3.435414436723362441e-01,-2.788726340087209099e+00
7.568566681518925643e-01,7.632701811624157173e+00,5.266426501312135855e-01,2.374679499739756228e+00,3.387073850444944356e-01,-2.741570875364275572e+00
7.974683347519729848e-01,8.051910038801629810e+00,1.174549063687370554e+00,2.349336058147102335e+00,3.300651995281289608e-01,-2.697660134891499251e+00
7.554763653971325876e-01,8.530695879589304198e+00,1.356464143229645369e+00,2.316316770458911378e+00,3.204380034602916094e-01,-2.653094811014248045e+00
7.310095178079163425e-01,8.999894611368890907e+00,1.173935353845596774e+00,2.274598727608140081e+00,3.158112957944180232e-01,-2.611961595363056166e+00
7.214840238688295937e-01,9.355184348075161083e+00,9.414140075805761398e-01,2.237605247829999922e+00,3.123527298655102702e-01,-2.569161012215298800e+00
6.577115043994714583e-01,9.656529145367580114e+00,7.877272228052732972e-01,2.204298965542351052e+00,3.050097773393921630e-01,-2.533319386889021363e+00
6.161940212711213283e-01,1.007228738106873500e+01,7.282450440759695720e-01,2.160218401308279024e+00,3.027601477156581788e-01,-2.497921903597384308e+00
6.621150530932194966e-01,1.062616969253324051e+01,8.456382135757558594e-01,2.123722429070370676e+00,2.944783066787241554e-01,-2.464391502895820096e+00
7.154890355754098819e-01,1.122302328628387791e+01,1.019013988496003886e+00,2.092002511076311855e+00,2.928909329176286325e-01,-2.432434149068391616e+00
7.365136071832213416e-01,1.173950465414184663e+01,1.192793693219386775e+00,2.040982139405128848e+00,2.921882214335732586e-01,-2.412201591231896369e+00
7.453547146664696310e-01,1.214125915203834083e+01,1.329472397954818641e+00,2.009863093290721547e+00,2.884981758415450237e-01,-2.384996596311855566e+00
7.407660769190427263e-01,1.241700649540849710e+01,1.274501217347567383e+00,1.974231050135537124e+00,2.830118376340872710e-01,-2.356147835781906341e+00
7.319017968308351163e-01,1.259060608561227390e+01,1.103854704212026805e+00,1.932506668469660349e+00,2.761784284408725920e-01,-2.313710968432626913e+00
7.245108744153101465e-01,1.268722222598189653e+01,1.021075334744756757e+00,1.895556690343461304e+00,2.701620619616352248e-01,-2.267666635794172159e+00
7.156276990767264090e-01,1.272105416539623590e+01,1.130237639614247946e+00,1.871287971172779674e+00,2.706144484092026792e-01,-2.217067882147589319e+00
6.804608058297620943e-01,1.266696013797399800e+01,1.321823677611794201e+00,1.856202517318996659e+00,2.564429845401476893e-01,-2.167393884308311147e+00
6.444907387115264008e-01,1.258255197579346962e+01,1.384159493029715637e+00,1.795173396489676110e+00,2.593667766712589029e-01,-2.129655950742636694e+00
6.409608796371344397e-01,1.246752035573235062e+01,1.292609572790869521e+00,1.779237883894596362e+00,2.544305319898790829e-01,-2.075575870406636714e+00
6.494798900200613456e-01,1.236780795414321865e+01,1.107893282762365761e+00,1.771307810208740507e+00,2.505182284328812403e-01,-2.027274949377026569e+00
6.327308026285763942e-01,1.233857690622989089e+01,9.908881795722915831e-01,1.706919960160008465e+00,2.455022853816650752e-01,-1.994710891334731340e+00
5.822606187856939064e-01,1.232040015679278788e+01,9.843597207216244760e-01,1.661977844402195315e+00,2.274730786974422103e-01,-1.963630957785637010e+00
6.321817463624703759e-01,1.232049576691662374e+01,1.185158283908333887e+00,1.640087562911932251e+00,2.424393461094770386e-01,-1.930962410452808475e+00
7.193069429179640428e-01,1.234438324155526168e+01,1.398831814959639930e+00,1.592305883377616915e+00,2.379495288924937391e-01,-1.914942267930803910e+00
